BurstID,Candidate name,Heimdall DM (pc cm^-3),Time width (ms),Frequency width (MHz),Center frequency (GHz),S/N,Fluence (Jy),FETCH models,drift,drift err
B627,./cand_tstart_59901.768692129626_tcand_97.5500000_dm_224.91600_snr_10.11720.h5,224.916,4.864,148,1.658,11.974,1.58,"[0.000575355, 0.002312148, 4.9900000000000003e-08, 2.3800000000000003e-05, 2.3899999999999998e-05, 1.7399999999999999e-15, 7.059999999999999e-10, 1.8600000000000002e-11]",-10.0435,0.4271
B628,./cand_tstart_59901.773679685182_tcand_52.7709000_dm_222.89300_snr_9.83434.h5,222.893,5.888,104,1.294,20.492,3.729,"[0.42671190000000003, 0.69030315, 0.01806779, 0.002130911, 0.001451837, 0.99784005, 0.001037097, 0.00027570599999999997]",,
B629,./cand_tstart_59901.775068574076_tcand_101.2370000_dm_220.88900_snr_15.61550.h5,220.889,7.68,108,1.282,30.288,5.888,"[0.79484063, 0.992926, 0.044259552, 0.45633543, 0.007493761999999999, 0.9947253, 0.045149773, 0.66048867]",,
B630,./cand_tstart_59901.776457462962_tcand_30.0739000_dm_200.00000_snr_56.81310.h5,200,21.52,384,1.506,26.109,4.005,"[0.016855974, 0.000107651, 9.109999999999999e-07, 2.75e-05, 7.84e-07, 9.87e-14, 3.33e-07, 8.880000000000001e-12]",,
B631,./cand_tstart_59901.779235240741_tcand_24.1531000_dm_237.43900_snr_34.86410.h5,237.439,10.24,344,1.566,39.041,4.417,"[0.46286705, 1.0, 0.9588233, 0.13032833, 0.0033612909999999998, 1.0, 0.99995244, 0.99998593]",-7.929,0.3921
B632,./cand_tstart_59901.780056129624_tcand_108.3500000_dm_224.96600_snr_24.02190.h5,224.966,5.376,264,1.462,30.576,2.733,"[1.0, 0.9999998999999999, 1.0, 0.99999595, 1.0, 1.0, 0.99990547, 0.9999998999999999]",-1.5236,1.1459
B633,./cand_tstart_59901.780056129624_tcand_2.7274200_dm_233.18900_snr_11.99650.h5,233.189,15.104,164,1.366,16.126,2.973,"[0.98238546, 0.99998593, 0.04839949, 0.024734528999999998, 0.020070836, 0.99996376, 0.7095231, 0.94091976]",,
B634,./cand_tstart_59901.780056129624_tcand_7.3136300_dm_229.01500_snr_7.12657.h5,229.015,37.36,164,1.31,8.43,3.015,"[0.000212465, 2.24e-05, 5.39e-06, 1.17e-06, 0.00017777, 9.23e-07, 1.24e-06, 2.1899999999999997e-11]",,
B635,./cand_tstart_59901.781445018511_tcand_34.1256000_dm_220.93200_snr_12.38270.h5,220.932,2.816,308,1.382,20.431,1.274,"[0.9999998999999999, 1.0, 1.0, 0.99973303, 0.9999995, 1.0, 0.9983278, 1.0]",,
B636,./cand_tstart_59901.791988129626_tcand_92.6057000_dm_235.30500_snr_14.70480.h5,235.305,7.936,156,1.662,13.757,2.055,"[0.010532465, 0.014114961, 0.000454591, 1.74e-06, 0.00016271, 0.019854553, 3.5799999999999996e-05, 9.12e-06]",,
B637,./cand_tstart_59901.793377018519_tcand_62.0257000_dm_231.09300_snr_13.27850.h5,231.093,6.4,228,1.398,17.158,1.706,"[0.73479354, 0.99999976, 0.1629577, 0.45096105, 0.20021093, 0.9999899999999999, 0.6584005, 0.99922335]",,
B638,./cand_tstart_59901.795586796296_tcand_30.513504_dm_216.97000_snr_39.38860.h5,216.97,19.84,196,1.334,32.298,6.823,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B639,./cand_tstart_59901.795586796296_tcand_30.5452000_dm_216.97000_snr_39.38860.h5,216.97,22.08,236,1.354,50.621,9.95,"[0.7387933000000001, 0.99992704, 0.14527085, 0.25121912, 0.3916297, 0.9966363000000001, 0.0151935, 0.000220557]",,
B640,./cand_tstart_59901.795586796296_tcand_81.4991000_dm_244.04700_snr_14.03260.h5,244.047,11.504,188,1.338,22.599,3.689,"[5.539999999999999e-05, 0.3028159, 5.32e-06, 0.000656468, 0.0003237, 0.0019291710000000001, 0.044014215, 7.26e-08]",,
B641,./cand_tstart_59901.798364574075_tcand_52.3041000_dm_229.01500_snr_8.04310.h5,229.015,5.376,248,1.526,11.992,1.19,"[0.9999589, 0.98275685, 0.9978884, 0.99941516, 0.99999845, 0.9991472, 0.45054245, 1.0]",,
B642,./cand_tstart_59901.799753462961_tcand_119.2740000_dm_224.96600_snr_16.27010.h5,224.966,4.352,268,1.526,18.619,1.573,"[0.9999998999999999, 1.0, 0.99999964, 0.9999461, 0.9999998999999999, 0.9999998999999999, 0.9678084000000001, 1.0]",,
B643,./cand_tstart_59901.802531240741_tcand_28.5131000_dm_226.95600_snr_14.79230.h5,226.956,4.48,148,1.362,19.132,1.978,"[0.000102989, 0.00017831099999999998, 1.07e-05, 2.92e-08, 1.87e-06, 5.89e-10, 4.870000000000001e-07, 9.11e-10]",,
B644,./cand_tstart_59901.802531240741_tcand_28.520668_dm_226.95600_snr_14.79230.h5,226.956,8.32,80,1.326,8.434,1.707,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B645,./cand_tstart_59904.772731481484_tcand_37.0654000_dm_226.95600_snr_11.69970.h5,226.956,4.864,192,1.342,15.905,1.64,"[0.9999998999999999, 0.99999976, 1.0, 0.99972206, 1.0, 1.0, 0.9927919, 1.0]",,
B646,./cand_tstart_59904.781885703705_tcand_27.9320000_dm_235.30500_snr_10.20420.h5,235.305,13.312,296,1.414,14.034,1.871,"[0.059520572, 0.00021715599999999998, 0.000529986, 9.41e-06, 3.34e-10, 2.2999999999999998e-08, 2.8899999999999998e-05, 1.86e-08]",,
B647,./cand_tstart_59904.788262148148_tcand_105.9790000_dm_227.01100_snr_24.68700.h5,227.011,6.4,276,1.43,26.991,2.538,"[0.96237487, 0.9999998999999999, 0.9996845999999999, 0.8697964, 0.03236886, 0.99999714, 0.8929358000000001, 0.87757355]",,
B648,./cand_tstart_59904.789651037034_tcand_119.2610000_dm_229.01500_snr_15.88000.h5,229.015,8.704,292,1.494,19.095,2.058,"[0.000179903, 4.28e-12, 4.5e-10, 0.00011813399999999999, 3.6200000000000004e-07, 1.01e-18, 6.68e-12, 0.00020805400000000002]",,
B649,./cand_tstart_59904.789651037034_tcand_59.6740000_dm_224.96600_snr_42.92570.h5,224.966,5.552,368,1.426,52.294,4.019,"[0.6868354999999999, 1.0, 0.9999988999999999, 0.74318945, 0.2991261, 0.9999995, 0.99729484, 0.9676945]",-6.9993,0.4541
B650,./cand_tstart_59904.792428814813_tcand_61.1712000_dm_227.01100_snr_63.08820.h5,227.011,8.32,272,1.378,86.638,9.129,"[0.6116917, 1.0, 0.9999138000000001, 0.9144870999999999, 0.17594495, 0.9999982, 0.9989562, 0.999819]",-6.2129,0.154
B651,./cand_tstart_59906.774767648152_tcand_45.5630000_dm_226.95600_snr_8.84641.h5,226.956,7.168,76,1.314,14.614,2.745,"[0.027328625, 0.07212751, 0.00027348, 0.000168364, 6.96e-05, 0.00727313, 0.001053326, 3.81e-05]",,
B652,./cand_tstart_59906.777545425932_tcand_8.0134100_dm_209.23800_snr_13.06130.h5,209.238,11.776,112,1.294,21.241,4.574,"[0.009490723000000001, 0.0916553, 0.000151512, 0.004691321, 0.046385128, 0.53443617, 0.025943038999999998, 5.15e-09]",,
B653,./cand_tstart_59906.781144092594_tcand_97.4315000_dm_231.09300_snr_8.71299.h5,231.093,8.448,212,1.346,12.641,1.52,"[0.44272342, 0.98078763, 0.00724964, 0.002610097, 0.01718302, 0.96019113, 0.004746929, 0.19507071]",,
B654,./cand_tstart_59906.783921870374_tcand_16.7406000_dm_226.95600_snr_38.14850.h5,226.956,6.4,408,1.45,40.544,3.259,"[0.82068646, 1.0, 0.9999815000000001, 0.930158, 0.11357528, 1.0, 0.99996495, 0.99964]",-12.4828,0.72
B655,./cand_tstart_59906.783921870374_tcand_70.2716000_dm_220.93200_snr_20.00020.h5,220.932,8.704,92,1.286,33.606,6.955,"[0.54373324, 0.9993523999999999, 0.04618367, 0.07731376, 0.013252739, 0.9886806999999999, 0.44267920000000005, 0.97621584]",-2.7699,0.8528
B656,./cand_tstart_59906.785310759260_tcand_42.2373000_dm_224.96600_snr_12.59940.h5,224.966,7.168,164,1.322,18.32,2.433,"[0.6329201, 0.98289907, 0.01868839, 0.0186788, 0.08111848, 0.99901366, 0.019561203, 0.98685]",,
B657,./cand_tstart_59907.776666666665_tcand_60.3219000_dm_231.09300_snr_7.93244.h5,231.093,13.824,176,1.326,12.64,2.331,"[0.000248058, 0.016765954, 2.84e-07, 5.06e-06, 7.950000000000001e-05, 6.08e-06, 1.6100000000000002e-08, 3.8e-07]",,
B658,./cand_tstart_59909.758182870370_tcand_94.9207000_dm_235.30500_snr_13.66260.h5,235.305,8.448,148,1.302,21.063,3.941,"[0.049884162999999995, 0.000405152, 0.000100166, 7.95e-06, 9.470000000000001e-09, 2.7200000000000002e-08, 2.7899999999999997e-05, 3.4e-11]",,
B659,./cand_tstart_59909.764559314819_tcand_4.5749400_dm_226.95600_snr_31.39490.h5,226.956,6.384,320,1.406,38.135,3.646,"[0.8329023000000001, 1.0, 0.9999925, 0.96877766, 0.43157667, 1.0, 0.9942371999999999, 0.99841714]",-4.9678,0.7982
B660,./cand_tstart_59909.789244203705_tcand_29.6897000_dm_227.01100_snr_14.88670.h5,227.011,8.368,96,1.33,25.311,4.983,"[0.64334196, 0.9991474, 0.011703926000000002, 0.006793554, 0.0021185460000000002, 0.9237902, 0.041899182, 0.072404005]",,
B661,./cand_tstart_59909.792021981484_tcand_48.4528000_dm_222.89300_snr_26.44850.h5,222.893,6.208,244,1.35,40.109,4.379,"[0.8115992, 0.9964646, 0.40828127, 0.09473506, 0.0036411359999999997, 0.8992566999999999, 0.27488503, 0.46556965]",-5.782,0.6025
B662,./cand_tstart_59912.735879629625_tcand_61.7505000_dm_231.09300_snr_7.97229.h5,231.093,11.52,272,1.362,9.511,1.21,"[0.000131736, 0.00024364700000000002, 3.44e-06, 2.9999999999999997e-05, 7.99e-06, 9.84e-07, 1.09e-06, 2.27e-05]",,
B663,./cand_tstart_59912.756965851848_tcand_18.0637000_dm_222.94000_snr_19.71870.h5,222.94,8.896,256,1.354,27.001,3.262,"[0.6915329000000001, 0.9999976, 0.1648976, 0.08034906, 0.006341865, 0.99484646, 0.49233723, 0.26736367]",,
B664,./cand_tstart_59917.748296870370_tcand_8.9215700_dm_231.09300_snr_105.56100.h5,231.093,6.416,440,1.482,124.703,10.342,"[0.56224674, 1.0, 0.99999976, 0.99643517, 0.01829261, 1.0, 0.9999671, 0.9999833]",-15.6144,0.06143
B665,./cand_tstart_59917.767994203707_tcand_74.6093000_dm_222.94000_snr_21.45250.h5,222.94,3.136,196,1.338,45.903,3.607,"[0.9982711999999999, 0.99426186, 1.0, 0.99959224, 0.9999998999999999, 0.9974573, 0.061058152000000004, 0.9998516]",-3.69317,0.2959
B666,./cand_tstart_59917.769383092600_tcand_22.8791000_dm_224.91600_snr_7.88742.h5,224.916,8.704,180,1.33,10.03,1.384,"[0.005951774, 0.9597870999999999, 6.879999999999999e-05, 0.0030825920000000003, 0.004695704, 0.9713082000000001, 0.09153493, 0.9997009]",,
B667,./cand_tstart_59919.726956018516_tcand_41.8649000_dm_229.01500_snr_19.60670.h5,229.015,5.12,108,1.686,35.619,4.935,"[0.59881777, 0.75780135, 0.002883205, 0.001966976, 9.39e-05, 0.07933291, 0.02100938, 0.0010276839999999998]",-5.066587,0.6255
B668,./cand_tstart_59919.729733796295_tcand_64.1895000_dm_222.89300_snr_43.51210.h5,222.893,9.04,276,1.374,54.746,6.065,"[0.6403616, 0.9999998999999999, 0.97792405, 0.53423613, 0.17478469, 0.99999964, 0.9087089, 0.3300913]",-5.0183,0.3752
B669,./cand_tstart_59919.742486685180_tcand_44.8350000_dm_229.01500_snr_136.62600.h5,229.015,6.656,392,1.542,165.479,14.012,"[0.72390777, 1.0, 0.9999454, 0.9227723, 0.03054876, 0.9999998999999999, 0.99999297, 0.9980471]",-19.466,0.0456
B670,./cand_tstart_59919.759406240744_tcand_23.3080000_dm_200.00000_snr_7.84240.h5,200,17.408,236,1.382,8.149,1.298,"[0.000422952, 0.004203613, 3.75e-05, 3e-07, 1.53e-05, 3.22e-09, 1.26e-06, 5.379999999999999e-11]",,
B671,./cand_tstart_59921.734871814821_tcand_20.6409000_dm_227.01100_snr_7.77441.h5,227.011,1.408,124,1.678,7.513,0.559,"[0.00036772599999999997, 1.56e-06, 2.48e-05, 0.001101737, 2.02e-06, 1.75e-06, 4.35e-06, 3.24e-08]",,
B672,./cand_tstart_59921.736260703707_tcand_87.6101000_dm_226.95600_snr_39.57770.h5,226.956,7.952,352,1.486,42.061,4.036,"[0.472972, 1.0, 0.9999918999999999, 0.8526824000000001, 0.06761099400000001, 0.9999998999999999, 0.966008, 0.9970289000000001]",-8.4999,0.5186
B673,./cand_tstart_59921.760945592599_tcand_86.9589000_dm_218.90300_snr_10.16820.h5,218.903,6.144,308,1.45,10.73,0.933,"[0.9999745999999999, 0.99999845, 0.9999998999999999, 0.9983004999999999, 1.0, 0.99994934, 0.9386711, 1.0]",,
B674,./cand_tstart_59923.739083037035_tcand_115.5630000_dm_201.81400_snr_9.22786.h5,201.814,13.312,112,1.294,13.176,3.016,"[1.99e-05, 0.000181602, 5.2e-06, 1.07e-05, 3.48e-05, 1.28e-07, 3.87e-07, 2.93e-06]",,
B675,./cand_tstart_59931.710692703702_tcand_116.8610000_dm_200.00000_snr_7.35419.h5,200,3.2,108,1.382,8.636,0.904,"[0.000172602, 1.3300000000000001e-05, 9.350000000000001e-05, 5.5700000000000005e-05, 2.92e-06, 8.17e-08, 1.72e-06, 2.2000000000000002e-08]",,
B676,./cand_tstart_60007.501041666670_tcand_31.5044000_dm_235.37500_snr_25.41970.h5,235.375,14.08,256,1.366,33.798,4.935,"[0.017074423000000002, 0.98125607, 0.00010242299999999999, 0.003525934, 0.001802408, 0.44819970000000003, 0.043660745, 3.31e-08]",-5.2859,0.6382
B677,./cand_tstart_60007.512405666668_tcand_35.2304000_dm_229.01500_snr_17.67310.h5,229.015,11.312,204,1.338,25.673,3.739,"[0.017848557, 0.001008961, 0.000185475, 1.44e-06, 4.52e-05, 1.8e-05, 0.00024509200000000003, 0.00042542599999999996]",-2.4963,1.1737
B678,./cand_tstart_60007.515183444448_tcand_38.5778000_dm_237.51400_snr_43.94730.h5,237.514,12.288,376,1.446,90.985,10.547,"[0.20557675, 1.0, 0.99205726, 0.97102284, 1.22e-05, 0.9999998999999999, 0.99998784, 0.99957293]",-8.5635,0.1455
B679,./cand_tstart_60007.525158555560_tcand_92.7404000_dm_200.00000_snr_7.13447.h5,200,14.848,252,1.578,7.648,1.308,"[1.66e-05, 8.379999999999999e-05, 1.8e-06, 0.00010447100000000001, 0.000607553, 0.000503434, 1.37e-06, 1e-06]",,
B680,./cand_tstart_60019.486294555551_tcand_61.8469000_dm_225.92400_snr_63.70510.h5,225.924,13.824,276,1.378,79.276,10.339,"[0.17245558, 0.998872, 0.0010118360000000001, 0.22798483, 0.000806492, 0.046039097, 0.13134469, 1.7899999999999998e-11]",-5.495,0.1986
B681,./cand_tstart_60019.486294555551_tcand_68.0028000_dm_230.56100_snr_7.82304.h5,230.561,3.584,368,1.478,10.041,0.638,"[0.9999151, 0.001513988, 0.9996138000000001, 0.99955577, 0.9999851999999999, 0.06357263, 9.35e-06, 1.0]",,
B682,./cand_tstart_60020.447037037040_tcand_92.3652000_dm_230.56100_snr_14.09140.h5,230.561,5.2,220,1.35,19.721,1.821,"[0.9616742, 0.9999169, 0.28055146, 0.7128876000000001, 0.6357943, 0.99964225, 0.8952851999999999, 0.9991273]",,
B683,./cand_tstart_60021.475924185186_tcand_55.0446000_dm_227.45900_snr_16.21900.h5,227.459,5.376,300,1.59,19.642,1.826,"[0.9408139000000001, 0.9998826, 0.039475847, 0.12808792, 0.002421455, 0.9999896, 0.5335738, 0.99929726]",,
B684,./cand_tstart_60026.454871814822_tcand_85.1096000_dm_241.75200_snr_7.66219.h5,241.752,10.24,96,1.286,12.243,2.522,"[0.0008430719999999999, 0.001727685, 3.0799999999999996e-05, 7.06e-07, 4.93e-05, 1.15e-06, 1.3800000000000002e-05, 3.58e-08]",,
B685,./cand_tstart_60026.457081592591_tcand_16.3625000_dm_227.51600_snr_19.34860.h5,227.516,9.472,332,1.498,27.486,2.967,"[0.99225026, 0.9999994000000001, 0.40986007, 0.53710794, 0.0014237070000000002, 0.9999825000000001, 0.9824075999999999, 0.99975103]",-3.4728,1.132
B686,./cand_tstart_60026.467624703706_tcand_42.8452000_dm_248.48600_snr_16.34550.h5,248.486,11.264,196,1.606,24.155,4.461,"[0.003097975, 0.005208081, 3.4899999999999995e-05, 7.22e-08, 2.4299999999999998e-05, 3.05e-09, 3.79e-12, 1.1100000000000002e-08]",,
B687,./cand_tstart_60030.467575796290_tcand_68.7812000_dm_225.97800_snr_12.47170.h5,225.978,12.288,412,1.434,17.339,2.239,"[0.5229689000000001, 0.9999126, 0.027073887999999997, 0.075646125, 0.000994237, 0.99162805, 0.08751532, 0.7551635999999999]",,
B688,./cand_tstart_60040.412499129627_tcand_101.4700000_dm_225.97800_snr_30.26820.h5,225.978,6.768,408,1.442,34.988,3.01,"[0.8518603000000001, 1.0, 0.9999254999999999, 0.9553732, 0.16290982, 1.0, 0.9844685, 0.9996253]",-5.3551,0.7939
B689,./cand_tstart_60044.397696759261_tcand_27.5043000_dm_236.89100_snr_17.77490.h5,236.891,13.056,240,1.366,21.309,3.025,"[0.022797091000000002, 0.28568107, 1.0199999999999999e-05, 0.000136476, 3.47e-06, 2.23e-05, 3.93e-07, 2.7e-09]",,
B690,./cand_tstart_60044.400474537040_tcand_112.1070000_dm_222.88500_snr_18.21750.h5,222.885,8.496,156,1.318,31.35,4.605,"[0.0007397230000000001, 0.53715134, 5.5799999999999994e-05, 0.006408085, 0.021447527999999997, 0.72145283, 0.08960646400000001, 2.9500000000000003e-08]",-0.4025,0.445
B691,./cand_tstart_60044.414616314811_tcand_91.7348000_dm_236.96600_snr_77.74100.h5,236.966,19.712,336,1.43,92.578,14.306,"[0.001531136, 0.8666537, 0.011485172, 0.33359227, 0.002164832, 0.7332122, 0.25675794, 1.7600000000000001e-07]",-6.2016,0.0941
B692,./cand_tstart_60047.397533851858_tcand_69.4007000_dm_219.88700_snr_11.44800.h5,219.887,10.24,112,1.294,22.831,4.703,"[0.57986766, 0.9995473, 0.002465656, 0.005693190999999999, 0.002032313, 0.9383287, 0.18022358, 0.0019323970000000002]",,
B693,./cand_tstart_60047.414453407408_tcand_21.1340000_dm_230.56100_snr_8.75542.h5,230.561,9.984,344,1.426,10.136,1.123,"[3.84e-05, 0.000495123, 4.07e-05, 8.4e-05, 7.78e-06, 0.000105454, 1.7899999999999997e-07, 0.7065081]",,
B694,./cand_tstart_60051.381168111111_tcand_5.6800000_dm_206.90200_snr_29.89530.h5,206.902,13.36,144,1.314,48.064,9,"[0.004498068, 0.94304764, 0.005380301999999999, 0.003306682, 0.0085488, 0.13182828, 0.045468327, 1.1200000000000001e-08]",-1.4986,0.2369
B695,./cand_tstart_60054.384917240735_tcand_6.5144300_dm_233.77300_snr_47.40580.h5,233.773,11.664,508,1.482,48.957,4.814,"[0.0028499759999999997, 0.99535745, 0.002185333, 0.97375375, 0.000115331, 0.95784605, 0.06086669999999999, 8.8e-09]",-10.0435,0.4271
